ID,Relevance
[1266776012030914561],relevant
[1266776015319314438],relevant
[1266776025284980742],irrelevant
[1266776032067149827],relevant
[1266776038488629248],relevant
[1266776042884206594],relevant
[1266776049813090304],relevant
[1266776052157812739],relevant
[1266776052585697286],relevant
[1266776054456295424],relevant
[1266776056603836417],relevant
[1266776056448638978],relevant
[1266776079366270977],relevant
[1266776082092625920],relevant
[1266776088488878081],relevant
[1266776086651731969],irrelevant
[1266776097389248512],relevant
[1266776109628239874],relevant
[1266776118440361985],relevant
[1266776118520156160],irrelevant
[1266776118608134147],relevant
[1266776119019286529],relevant
[1266776130050277376],irrelevant
[1266776137868468229],relevant
[1266776157481025536],relevant
[1266776177487855616],relevant
[1266776188816678913],relevant
[1266776187143102465],relevant
[1266776192079847425],relevant
[1266776197188460545],irrelevant
[1266776206944370698],relevant
[1267536875201404928],relevant
[1267536880318525448],relevant
[1267536885569781761],relevant
[1267536882965065732],relevant
[1267536906448969729],relevant
[1267536907703144448],relevant
[1267536918293745670],relevant
[1267536917215752194],relevant
[1267536922748104704],relevant
[1267536928905273346],relevant
[1267536929266040832],relevant
[1267536945200021505],irrelevant
[1267536945649004545],relevant
[1267536950283644929],relevant
[1267536953433632774],relevant
[1267536972886802436],relevant
[1267536971745890306],relevant
[1267536971452342274],relevant
[1267536978486190081],relevant
[1267536978876207112],relevant
[1267536981220827140],relevant
[1267536994063781889],relevant
[1267537002041348097],relevant
[1267537010467704832],irrelevant
[1267537019435089921],irrelevant
[1267537024724148226],relevant
[1267537029459558400],relevant
[1267537030260690950],irrelevant
[1267537031019687938],relevant
[1267537031120465920],relevant
[1267537045855109125],relevant
[1267537051437731842],relevant
[1267537057213304839],relevant
[1267537060035952641],relevant
[1267537061571067909],relevant
[1267537076574183425],relevant
[1267537091480690688],relevant
[1267537094278369280],relevant
[1267537107909636096],relevant
[1267537106940936194],relevant
[1267537106336976896],relevant
[1267537104973725698],relevant
[1267537108874518530],relevant
[1267537112989151236],relevant
[1267537115862175745],relevant
[1267537120274587648],relevant
[1267537121637793792],relevant
[1267537144148525062],relevant
[1267537149144051713],relevant
[1267537153975824387],relevant
[1267537157079605249],relevant
[1267537165321482241],relevant
[1267537168286826509],relevant
[1267537179548487680],relevant
[1267537190759825408],irrelevant
[1267537195818196992],relevant
[1267537198888476687],relevant
[1267537198393495554],irrelevant
[1267537197328216065],irrelevant
[1267537201589620738],relevant
[1267537210745724935],irrelevant
[1267927895894380544],relevant
[1267927896481509379],relevant
[1267927905159479297],relevant
[1267927914030432258],irrelevant
[1267927918707191808],relevant
[1267927924981850112],relevant
[1267927928274386949],relevant
[1267927926445662214],relevant
[1267927939175387142],relevant
[1267927939456401409],relevant
[1267927951024295937],relevant
[1267927956845985797],relevant
[1267927957047259141],relevant
[1267927972553596930],relevant
[1267927990433914881],irrelevant
[1267927991914545154],relevant
[1267927992560422922],relevant
[1267928001481760768],irrelevant
[1267928002689728512],relevant
[1267928015322992641],relevant
[1267928024026054658],relevant
[1267928025531891714],relevant
[1267928027947728896],relevant
[1267928031961776128],relevant
[1267928039222054916],relevant
[1267928040623005696],relevant
[1267928042078384129],relevant
[1267928045299605505],relevant
[1267928046801235969],relevant
[1267928058369060864],relevant
[1267928056955535362],irrelevant
[1267928060285849601],relevant
[1267928063310016512],relevant
[1267928066153644034],relevant
[1267928066187309064],irrelevant
[1267928066967449609],irrelevant
[1267928069907656706],relevant
[1267928068427055104],relevant
[1267928075322429440],relevant
[1267928094888857607],relevant
[1267928124853010435],relevant
[1267928137092018177],irrelevant
[1267928137964359682],relevant
[1267928136563535874],relevant
[1267928140476821507],relevant
[1267928141617659904],irrelevant
[1267928146743037953],relevant
[1267928149259583488],relevant
[1267928153412046853],relevant
[1267928157899939840],relevant
[1267928162937298947],relevant
[1267928170810015747],relevant
[1267928171950886913],relevant
[1267928185137577984],irrelevant
[1267928185351667712],relevant
[1267928190183518213],relevant
[1267928191513100288],relevant
[1267928194289713154],relevant
[1267928194801373196],relevant
[1267928201797476352],relevant
[1267928204548943873],relevant
[1267928222831968257],relevant
[1267928235771400192],relevant
[1267928247452516355],relevant
[1267928251114160130],relevant
[1267928256797446144],relevant
[1267928267715153920],irrelevant
[1267928268809875457],relevant
[1267928265311870977],irrelevant
[1267928280960770054],relevant
[1267928285188689925],relevant
[1267928287449317377],relevant
[1267928293266817025],relevant
[1267928295393329152],relevant
[1267928303865868296],relevant
[1267928302783733761],relevant
[1267928311524622336],relevant
[1267928312694935555],relevant
[1267928313537986561],relevant
[1267928314649378823],irrelevant
[1267928315110752258],relevant
[1267928322899664899],irrelevant
[1267928325294563328],relevant
[1267928331267309569],relevant
[1267928334106857479],relevant
[1267928339689492481],relevant
[1267928341128118272],irrelevant
[1267928341463674882],relevant
[1267928348661080065],relevant
[1267928346337271808],relevant
[1267928355166437378],relevant
[1267928357364260864],relevant
[1267928359180349446],relevant
[1267928360417714176],relevant
[1267928361436938246],relevant
[1267928382391623687],relevant
[1267928387114479621],relevant
[1267928390109147140],relevant
[1267928400930488324],relevant
[1267928403518410752],relevant
[1267928403942006785],irrelevant
[1267928411307151361],irrelevant
[1267928419762876418],irrelevant
[1267928435965538305],relevant
[1267928442151956480],relevant
[1267928453313105922],relevant
[1267928451975188480],relevant
[1267928450859401217],relevant
[1267928449970307073],relevant
[1267928454110097408],relevant
[1267928458543468544],relevant
[1267928470606282760],relevant
[1267928473517150208],relevant
[1267928482794934278],relevant
[1267928484317409280],relevant
[1267928488897642497],relevant
[1267928493377101826],irrelevant
[1267928497877639174],relevant
[1267928499911884802],relevant
[1267928504617795586],relevant
[1267928509210656770],relevant
[1267928523618095104],irrelevant
[1267928524599578626],relevant
[1267928525430042630],relevant
[1267928530802933765],irrelevant
[1267932364816203777],relevant
[1267932369262006272],irrelevant
[1267932370713411590],relevant
[1267932373401862145],relevant
[1267932372542111747],relevant
[1267932372533751809],relevant
[1267932383396925440],irrelevant
[1267932421288230916],relevant
[1267932419245686785],relevant
[1267932443736236035],relevant
[1267932451160145927],relevant
[1267932478523748355],relevant
[1267932480646123525],relevant
[1267932491345731588],relevant
[1267932495288418306],relevant
[1267932504826183688],relevant
[1267932511734202375],irrelevant
[1267932518424154113],irrelevant
[1267932530071592961],relevant
[1267932530751279113],relevant
[1267932537894113285],relevant
[1267932549717901313],irrelevant
[1267932558282686464],relevant
[1267932568709746689],irrelevant
[1267932592151638016],relevant
[1267932604357115905],relevant
[1267932610124288002],relevant
[1267932647864578048],relevant
[1268317860700585990],relevant
[1268317860939444228],relevant
[1268317887074316289],relevant
[1268317889360277505],relevant
[1268317890840846337],relevant
[1268317898562560001],relevant
[1268317896427614208],relevant
[1268317900697243648],relevant
[1268317904229085184],relevant
[1268317976723218432],relevant
[1268317981286830087],relevant
[1268317986835828738],relevant
[1268317990761623553],relevant
[1268317987804794880],relevant
[1268318000031182851],relevant
[1268318009103450112],relevant
[1268318008910450688],relevant
[1268318009581428736],relevant
[1268318012974813184],relevant
[1268318051822379009],relevant
[1268318071598411777],relevant
[1268318074605916162],relevant
[1268318100732207104],relevant
[1268318113440858114],irrelevant
[1268318121011687428],relevant
[1268318126137061376],relevant
[1268318142595584000],relevant
[1268318243409838082],relevant
[1268318250598830082],relevant
[1268318259167793152],relevant
[1268318281779249152],relevant
[1268318289853329411],relevant
[1268318300095873026],irrelevant
[1268318305565257736],relevant
[1268318308056645632],relevant
[1268318308069040128],relevant
[1268318326939213826],relevant
[1268318339291582464],relevant
[1268318351790673920],relevant
[1268318399286910988],relevant
[1268318406647963648],relevant
[1268318429288726528],relevant
[1268318428185714697],relevant
[1268318441183862785],relevant
[1268318448163196928],relevant
[1268318448293117952],relevant
[1268318453984870400],relevant
[1268318475849793539],relevant
[1268318477795782656],relevant
[1268318485811277826],relevant
[1268318512612868103],relevant
[1268318606573498368],relevant
[1268318632284651520],relevant
[1268318762073194496],relevant
[1268318787641708544],relevant
[1268318788237381633],relevant
[1268318855560118273],relevant
[1268318858886209536],relevant
[1268318898987905031],relevant
[1268318937747513344],relevant
[1268318943284006916],relevant
[1268319039194988545],relevant
[1268319124188360704],relevant
[1268319159341002752],relevant
[1268319207323811847],relevant
[1268319216651952129],relevant
[1268319223035592710],relevant
[1268319221064306688],relevant
[1268319624380153857],relevant
[1268319656366006277],relevant
[1268319706454212611],relevant
[1268319794224345088],relevant
[1268319794899628032],relevant
[1268319795050622978],relevant
[1268319817351618560],relevant
[1268319824880340993],relevant
[1268319876415754240],relevant
[1268319894661144576],relevant
[1268319981873385472],relevant
[1268319992488923137],relevant
[1268320065088360448],relevant
[1268320106272051200],relevant
[1268320129391132673],relevant
[1268320131278610433],relevant
[1268320153982435328],relevant
[1268320246244540416],relevant
[1268320257770426368],relevant
[1268320260320616449],relevant
[1268320279874269184],relevant
[1268320307414269952],relevant
[1268320307779112961],relevant
[1268320326313807872],relevant
[1268320331267141638],relevant
[1268320336187207683],irrelevant
[1268320345980899329],irrelevant
[1268320347339714563],relevant
[1268320420710809603],relevant
[1268320453715791873],relevant
[1268320457360621574],relevant
[1268320464042106880],relevant
[1268320465556127746],relevant
[1268320497433022464],relevant
[1268320528785461250],relevant
[1268320559575826434],relevant
[1268320619495436288],relevant
[1268320679558107136],relevant
[1268320680937795584],relevant
[1268320682863136769],relevant
[1268320875931217923],relevant
[1268992304355905539],relevant
[1268992309196140544],relevant
[1268992314275397632],relevant
[1268992321154093058],relevant
[1268992324006281224],relevant
[1268992332122198024],relevant
[1268992334898900993],irrelevant
[1268992339890114560],relevant
[1268992342566088705],relevant
[1268992351017537536],relevant
[1268992358277931010],relevant
[1268992360559644672],relevant
[1268992364309286912],relevant
[1268992365622169603],relevant
[1268992370261004290],relevant
[1268992368394539009],relevant
[1268992379446538240],relevant
[1268992377097719811],relevant
[1268992378297344000],relevant
[1268992384731406338],relevant
[1268992382445461509],relevant
[1268992390565629953],relevant
[1268992401500184577],relevant
[1268992397834432514],relevant
[1268992405182742533],relevant
[1268992408957714434],relevant
[1268992411981750274],relevant
[1268992416373145600],relevant
[1268992418617217024],irrelevant
[1268992419615342595],relevant
[1268992429174272008],relevant
[1268992430260576257],relevant
[1268992433083355138],relevant
[1268992436573032450],relevant
[1268992441572614144],relevant
[1268992445192318977],relevant
[1268992450217021441],relevant
[1268992455480881152],relevant
[1268992453882904584],relevant
[1268992459390009347],relevant
[1268992468193861634],relevant
[1268992471943561217],relevant
[1268992479811993601],relevant
[1268992488439767041],relevant
[1268992496756981762],relevant
[1268992499101642753],relevant
[1268992504386531334],relevant
[1268992504428400649],irrelevant
[1268992521352425474],relevant
[1268992536678486016],relevant
[1268992542634323970],relevant
[1268992544496652290],relevant
[1268992545360687106],relevant
[1268992547004780544],relevant
[1268992552587362305],irrelevant
[1268992551299756032],relevant
[1268992551668891649],relevant
[1268992553493331968],relevant
[1268992553732509696],relevant
[1268992555313750022],relevant
[1268992573726752773],relevant
[1268992570077728770],relevant
[1268992575354163200],relevant
[1268992579003129859],irrelevant
[1268992589069418498],relevant
[1268992589103091713],relevant
[1268992590457733124],relevant
[1268992597428748289],relevant
[1268992601895682048],relevant
[1268992610053558272],relevant
[1268992612704321537],relevant
[1268992613400674305],relevant
[1268992618165346305],relevant
[1268992618437935106],relevant
[1268992623458607104],relevant
[1268992621994807296],relevant
[1268992635399741440],relevant
[1268992640202280960],irrelevant
[1268992640642621444],relevant
[1268992644530790400],relevant
[1268992645264822280],relevant
[1268992649454911498],irrelevant
[1269391343773777920],relevant
[1269391350983778305],relevant
[1269391373184139266],relevant
[1269391436962816001],relevant
[1269391472828317701],irrelevant
[1269391483964198916],relevant
[1269391489236434949],relevant
[1269391524703490049],relevant
[1269391533364719616],relevant
[1269391573630029825],relevant
[1269391579728486406],irrelevant
[1269391640193650688],relevant
[1269391643612008448],relevant
[1269391664147238913],relevant
[1269391671059513346],relevant
[1269391716668321803],relevant
[1269391719050678272],relevant
[1269391732099203077],irrelevant
[1269391788554534914],relevant
[1269391799791104001],irrelevant
[1269391801527545861],relevant
[1269391806938189829],relevant
[1269391812638244864],relevant
[1269391810859851776],relevant
[1269391809806991360],irrelevant
[1269391833999826945],relevant
[1269391842425974784],irrelevant
[1269391843294416897],relevant
[1269391849640407043],relevant
[1269391873174581248],irrelevant
[1269391887061966849],relevant
[1269391886122463234],relevant
[1269391959950528513],relevant
[1269391976237084672],relevant
[1269391999922249729],relevant
[1269392026375774214],relevant
[1269392031123734528],relevant
[1269392047707955200],relevant
[1269392107778777089],relevant
[1269392113403379712],relevant
[1269392126455971840],relevant
[1269392130348285952],relevant
[1269392145447825409],relevant
[1269392169195966466],relevant
[1269392180940070912],relevant
[1269392259172241408],relevant
[1269392305448005633],relevant
[1269392329833689090],relevant
[1269392353971798026],relevant
[1269392360372416513],relevant
[1269392423970627584],relevant
[1269392431516180480],relevant
[1269399887831085057],relevant
[1269399914716565506],relevant
[1269399921381314561],relevant
[1269399969473101831],relevant
[1269399983540842509],relevant
[1269399996236992512],relevant
[1269400030076690432],relevant
[1269400056769073152],relevant
[1269406817060302852],relevant
[1269409577763733507],relevant
[1269734952440139777],relevant
[1269736289680723970],relevant
[1269736295644966912],relevant
[1269736322664718342],relevant
[1269736340431781893],relevant
[1269736364628684800],relevant
[1269736371217936384],relevant
[1269736386825015296],relevant
[1269736390528503809],relevant
[1269736484644495362],relevant
[1269736516072493057],relevant
[1269736529485848576],relevant
[1269736580622794753],relevant
[1269744770445914112],irrelevant
[1269766279700897794],relevant
[1270449036072488960],relevant
[1270465694216249344],relevant
[1270474872775376902],relevant
[1270474887451291649],relevant
[1270846895066234882],relevant
[1270846897499131904],relevant
[1270846899243880450],relevant
[1270846901676539906],relevant
[1270846907888340992],relevant
[1270846913647181824],irrelevant
[1270846918323769345],relevant
[1270846919863083020],relevant
[1270846930327920640],relevant
[1270846932597059590],relevant
[1270846932253134854],relevant
[1270846946102652929],relevant
[1270846946261991426],relevant
[1270846954944290818],relevant
[1270846958769405961],relevant
[1270846960069681157],relevant
[1270846964620500992],relevant
[1270846967221030915],relevant
[1270846971075584000],relevant
[1270846978826649602],relevant
[1270846981926203399],relevant
[1270846988163125250],relevant
[1270846987076874253],relevant
[1270846995025051648],relevant
[1270846997222825985],relevant
[1270846994651721729],relevant
[1270847006630608899],relevant
[1270851605324337153],relevant
[1270851628346880001],relevant
[1271225967202230273],relevant
[1271586505774059520],relevant
[1271586506063466503],relevant
[1271586516092039169],relevant
[1271586519921369091],relevant
[1271586520626081793],relevant
[1271586528402329603],relevant
[1271586531870937093],irrelevant
[1271586539907297280],irrelevant
[1271586548979585024],relevant
[1271586565240713216],relevant
[1271586567128256514],relevant
[1271586574975844355],relevant
[1271586579413454849],relevant
[1271586579858034691],relevant
[1271586585772019718],relevant
[1271586596677091329],irrelevant
[1271586608983269376],relevant
[1271586611910840320],relevant
[1271586627404562435],irrelevant
[1271586628050595840],relevant
[1271586629845737472],relevant
[1271586637982715904],relevant
[1271586638259462144],irrelevant
[1271586655690993669],relevant
[1271586680630325249],relevant
[1271586684665200640],relevant
[1271586684682059777],relevant
[1271586695381749760],irrelevant
[1271586709734666240],relevant
[1271586711320121346],relevant
[1271586720253911042],relevant
[1271586721327611904],relevant
[1271586727979814913],relevant
[1271586730454454274],relevant
[1271586768492662784],irrelevant
[1271586771491569666],relevant
[1271586773639008256],relevant
[1271586804123172866],relevant
[1271586807193522177],irrelevant
[1271586821043105792],relevant
[1271586825891647489],relevant
[1271586826856300545],relevant
[1271586838294269952],irrelevant
[1271586841377071105],relevant
[1271586858099769350],relevant
[1271586865779359744],relevant
[1271586874000379906],relevant
[1271586886281199616],irrelevant
[1271586889628364800],relevant
[1271586892459454465],relevant
[1271586895416475648],relevant
[1271586926081052672],relevant
[1271586947497107458],relevant
[1271586974315548672],relevant
[1271586981496094720],irrelevant
[1271586984713170947],relevant
[1271587010134913024],relevant
[1271587022558449665],relevant
[1271587031622332418],relevant
[1271587046713425921],irrelevant
[1271587047346667521],relevant
[1271587049733271552],irrelevant
[1271587093605691392],relevant
[1271587117165088768],relevant
[1271587121103593481],relevant
[1271587121237811202],relevant
[1271587121552338944],relevant
[1271587124517769220],irrelevant
[1271587126019330049],relevant
[1271587136609886209],relevant
[1271587141060083720],relevant
[1271587150518198275],relevant
[1271587159447941128],relevant
[1271587164598546442],irrelevant
[1271587171707863041],irrelevant
[1271587180553670657],relevant
[1271587180591362049],irrelevant
[1271587204457009152],relevant
[1271587205035839496],relevant
[1271587221255184385],relevant
[1271587233670324224],relevant
[1271587233791959040],relevant
[1271587246060253190],irrelevant
[1271587256785145856],irrelevant
[1271587268948615174],relevant
[1271587276934578178],relevant
[1271587278645846018],relevant
[1271587284450783234],relevant
[1271587287634239488],relevant
[1271587310627422208],relevant
[1271587318978224128],relevant
[1271587325743636482],irrelevant
[1271587329220792332],irrelevant
[1271587332597088258],relevant
[1271587341371613184],relevant
[1271587379258720256],relevant
[1271587411076820992],irrelevant
[1271587449484062720],irrelevant
[1271587454043201536],relevant
[1271587461366452224],relevant
[1271587479913717762],relevant
[1271587484707753985],relevant
[1271587493788495872],relevant
[1271587500579065863],relevant
[1271587501870845952],relevant
[1271587514252505088],relevant
[1271587514491588608],irrelevant
[1271587516412461057],relevant
[1271587518530625536],irrelevant
[1271587521521242115],relevant
[1271587529939189762],irrelevant
[1271587564475027457],irrelevant
[1271587581684219904],relevant
[1271587584779698177],relevant
[1271587605751246848],relevant
[1271587608079056897],relevant
[1271587613338750976],irrelevant
[1271587616127963138],relevant
[1271587620821389312],relevant
[1271587622620667905],relevant
[1271587630782853120],relevant
[1271587634855448578],relevant
[1271587638554890241],relevant
[1271587639796338690],relevant
[1271587642799542272],relevant
[1271587673996701698],relevant
[1271587677821943809],relevant
[1271587690467790848],relevant
[1271587696138489856],relevant
[1271587712965980161],relevant
[1271587724340977664],relevant
[1271587744494518273],relevant
[1271587744989528065],relevant
[1271587754795769857],relevant
[1271588695326576641],relevant
[1272270202433146882],relevant
[1272276820575092737],relevant
[1272288417930522624],relevant
[1272288436582563840],relevant
[1272288445772201984],relevant
[1272288465577787397],relevant
[1272288479490301958],relevant
[1272288493360865287],relevant
[1272288501178994694],relevant
[1272288540680949768],relevant
[1272288551401594880],relevant
[1272288590832132096],relevant
[1272288592572841986],irrelevant
[1272288631282114560],relevant
[1272288702425939969],relevant
[1272288730460688384],irrelevant
[1272288728158003201],relevant
[1272288820126527493],relevant
[1272288900883582976],relevant
[1272288938884059138],relevant
[1272659621929521152],relevant
[1272659625704333313],relevant
[1272659634755682306],relevant
[1272659634612867072],relevant
[1272659640376004608],relevant
[1272659639004532737],relevant
[1272659649427320838],relevant
[1272659664862359552],relevant
[1272659665692827649],relevant
[1272659672357580801],relevant
[1272659681803218945],relevant
[1272659723976880129],relevant
[1272659757841686529],relevant
[1272659757019607052],relevant
[1272659761008386048],relevant
[1272659766360367105],relevant
[1272659787797405698],relevant
[1272659851613741068],relevant
[1272659854012952578],relevant
[1272659857183854593],relevant
[1272659859956260864],relevant
[1272659865400459266],relevant
[1272659962926374916],relevant
[1272659960036458499],relevant
[1272671531710189571],relevant
[1272671536898609152],relevant
[1272671548634214401],relevant
[1272671618569867264],relevant
[1272671654670413824],relevant
[1272671818839658497],relevant
[1272671943670542339],relevant
[1272672034871562241],relevant
[1272672078127390720],irrelevant
[1272672143839563779],relevant
[1272672269651902464],relevant
[1272672306083618818],relevant
[1272672678080626688],relevant
[1272672702411743232],relevant
[1272672707658817541],relevant
[1272672723211300864],relevant
[1272672732468129801],relevant
[1272672737807351812],relevant
[1272673017013903366],relevant
[1272673152565489665],relevant
[1272673192331657216],relevant
[1272673383923277830],irrelevant
[1272673665432387584],relevant
[1272673737385664514],relevant
[1272673777252532224],relevant
[1272673865811079169],irrelevant
[1272674358595670018],irrelevant
[1272674394335215622],relevant
[1272674598643998725],relevant
[1272674644076699650],relevant
[1272675195472564225],relevant
[1272675334673043457],irrelevant
[1272675532572962816],relevant
[1272675752236941313],relevant
[1272675846847967232],relevant
[1272676203841957888],relevant
[1272676229372612614],relevant
[1272676281096732672],irrelevant
[1272676296808636416],relevant
[1272676400709996544],relevant
[1272676674044297216],relevant
[1272676765874429954],relevant
[1272676770525908993],relevant
[1272677234789228547],relevant
[1272677321640722435],relevant
[1272677326304788482],relevant
[1272677489320562690],relevant
[1272677695416086529],relevant
[1272677717020946433],relevant
[1272677775569281026],relevant
[1272677915252142091],relevant
[1272678252121907206],relevant
[1272678263471648770],relevant
[1272678268395798529],relevant
[1272678450906660870],relevant
[1272678536038567941],relevant
[1272678583132176386],relevant
[1272678636408188928],relevant
[1272679016605143040],relevant
[1272679091653804033],relevant
[1272679114286206978],relevant
[1272679125229109249],irrelevant
[1272679206695194624],relevant
[1272679218506338305],relevant
[1272679322818695169],relevant
[1272679460370886658],relevant
[1272679475784933377],relevant
[1272679554914701318],relevant
[1272679596228513792],relevant
[1272679606328463361],relevant
[1272679692768870401],relevant
[1272679885853601798],relevant
[1272680018389450753],relevant
[1272680095099076608],relevant
[1272680211188940800],relevant
[1272680228834459651],relevant
[1272680281024184320],relevant